Date,value,value_lag_1,value_lag_2,value_lag_3,value_lag_4,value_lag_5,value_lag_6,value_lag_7
09-2001,0.018763134,0.026118283,0.072650856,0.149954968,0.180876614,0.217051936,0.162563795,0.076703693
10-2001,0.030021015,0.018763134,0.026118283,0.072650856,0.149954968,0.180876614,0.217051936,0.162563795
11-2001,0.037676373,0.030021015,0.018763134,0.026118283,0.072650856,0.149954968,0.180876614,0.217051936
12-2001,0.072350645,0.037676373,0.030021015,0.018763134,0.026118283,0.072650856,0.149954968,0.180876614
01-2002,0.164515161,0.072350645,0.037676373,0.030021015,0.018763134,0.026118283,0.072650856,0.149954968
02-2002,0.237616331,0.164515161,0.072350645,0.037676373,0.030021015,0.018763134,0.026118283,0.072650856
03-2002,0.30531372,0.237616331,0.164515161,0.072350645,0.037676373,0.030021015,0.018763134,0.026118283
04-2002,0.487391174,0.30531372,0.237616331,0.164515161,0.072350645,0.037676373,0.030021015,0.018763134
05-2002,0.865055539,0.487391174,0.30531372,0.237616331,0.164515161,0.072350645,0.037676373,0.030021015
06-2002,0.772290603,0.865055539,0.487391174,0.30531372,0.237616331,0.164515161,0.072350645,0.037676373
07-2002,0.329180426,0.772290603,0.865055539,0.487391174,0.30531372,0.237616331,0.164515161,0.072350645
08-2002,0.091564095,0.329180426,0.772290603,0.865055539,0.487391174,0.30531372,0.237616331,0.164515161
09-2002,0.036925848,0.091564095,0.329180426,0.772290603,0.865055539,0.487391174,0.30531372,0.237616331
10-2002,0.05148604,0.036925848,0.091564095,0.329180426,0.772290603,0.865055539,0.487391174,0.30531372
11-2002,0.073851696,0.05148604,0.036925848,0.091564095,0.329180426,0.772290603,0.865055539,0.487391174
12-2002,0.100270189,0.073851696,0.05148604,0.036925848,0.091564095,0.329180426,0.772290603,0.865055539
01-2003,0.19468628,0.100270189,0.073851696,0.05148604,0.036925848,0.091564095,0.329180426,0.772290603
02-2003,0.213149204,0.19468628,0.100270189,0.073851696,0.05148604,0.036925848,0.091564095,0.329180426
03-2003,0.3165716,0.213149204,0.19468628,0.100270189,0.073851696,0.05148604,0.036925848,0.091564095
04-2003,0.473131192,0.3165716,0.213149204,0.19468628,0.100270189,0.073851696,0.05148604,0.036925848
05-2003,0.466976884,0.473131192,0.3165716,0.213149204,0.19468628,0.100270189,0.073851696,0.05148604
06-2003,0.249624737,0.466976884,0.473131192,0.3165716,0.213149204,0.19468628,0.100270189,0.073851696
07-2003,0.103722606,0.249624737,0.466976884,0.473131192,0.3165716,0.213149204,0.19468628,0.100270189
08-2003,0.030321225,0.103722606,0.249624737,0.466976884,0.473131192,0.3165716,0.213149204,0.19468628
09-2003,0.020864605,0.030321225,0.103722606,0.249624737,0.466976884,0.473131192,0.3165716,0.213149204
10-2003,0.017712399,0.020864605,0.030321225,0.103722606,0.249624737,0.466976884,0.473131192,0.3165716
11-2003,0.022365656,0.017712399,0.020864605,0.030321225,0.103722606,0.249624737,0.466976884,0.473131192
12-2003,0.02131492,0.022365656,0.017712399,0.020864605,0.030321225,0.103722606,0.249624737,0.466976884
01-2004,0.015460823,0.02131492,0.022365656,0.017712399,0.020864605,0.030321225,0.103722606,0.249624737
02-2004,0.013059141,0.015460823,0.02131492,0.022365656,0.017712399,0.020864605,0.030321225,0.103722606
03-2004,0.021615131,0.013059141,0.015460823,0.02131492,0.022365656,0.017712399,0.020864605,0.030321225
04-2004,0.025968178,0.021615131,0.013059141,0.015460823,0.02131492,0.022365656,0.017712399,0.020864605
05-2004,0.026118283,0.025968178,0.021615131,0.013059141,0.015460823,0.02131492,0.022365656,0.017712399
06-2004,0.042779946,0.026118283,0.025968178,0.021615131,0.013059141,0.015460823,0.02131492,0.022365656
07-2004,0.034524167,0.042779946,0.026118283,0.025968178,0.021615131,0.013059141,0.015460823,0.02131492
08-2004,0.016211348,0.034524167,0.042779946,0.026118283,0.025968178,0.021615131,0.013059141,0.015460823
09-2004,0.005703993,0.016211348,0.034524167,0.042779946,0.026118283,0.025968178,0.021615131,0.013059141
10-2004,0.005403783,0.005703993,0.016211348,0.034524167,0.042779946,0.026118283,0.025968178,0.021615131
11-2004,0.006454518,0.005403783,0.005703993,0.016211348,0.034524167,0.042779946,0.026118283,0.025968178
12-2004,0.005103573,0.006454518,0.005403783,0.005703993,0.016211348,0.034524167,0.042779946,0.026118283
01-2005,0.017111978,0.005103573,0.006454518,0.005403783,0.005703993,0.016211348,0.034524167,0.042779946
02-2005,0.016811768,0.017111978,0.005103573,0.006454518,0.005403783,0.005703993,0.016211348,0.034524167
03-2005,0.025067547,0.016811768,0.017111978,0.005103573,0.006454518,0.005403783,0.005703993,0.016211348
04-2005,0.024467127,0.025067547,0.016811768,0.017111978,0.005103573,0.006454518,0.005403783,0.005703993
05-2005,0.03017112,0.024467127,0.025067547,0.016811768,0.017111978,0.005103573,0.006454518,0.005403783
06-2005,0.032122486,0.03017112,0.024467127,0.025067547,0.016811768,0.017111978,0.005103573,0.006454518
07-2005,0.015911138,0.032122486,0.03017112,0.024467127,0.025067547,0.016811768,0.017111978,0.005103573
08-2005,0.006154308,0.015911138,0.032122486,0.03017112,0.024467127,0.025067547,0.016811768,0.017111978
09-2005,0.004653257,0.006154308,0.015911138,0.032122486,0.03017112,0.024467127,0.025067547,0.016811768
10-2005,0.004953467,0.004653257,0.006154308,0.015911138,0.032122486,0.03017112,0.024467127,0.025067547
11-2005,0.013509457,0.004953467,0.004653257,0.006154308,0.015911138,0.032122486,0.03017112,0.024467127
12-2005,0.013059141,0.013509457,0.004953467,0.004653257,0.006154308,0.015911138,0.032122486,0.03017112
01-2006,0.027769439,0.013059141,0.013509457,0.004953467,0.004653257,0.006154308,0.015911138,0.032122486
02-2006,0.06154308,0.027769439,0.013059141,0.013509457,0.004953467,0.004653257,0.006154308,0.015911138
03-2006,0.139297508,0.06154308,0.027769439,0.013059141,0.013509457,0.004953467,0.004653257,0.006154308
04-2006,0.157760432,0.139297508,0.06154308,0.027769439,0.013059141,0.013509457,0.004953467,0.004653257
05-2006,0.129840889,0.157760432,0.139297508,0.06154308,0.027769439,0.013059141,0.013509457,0.004953467
06-2006,0.076703693,0.129840889,0.157760432,0.139297508,0.06154308,0.027769439,0.013059141,0.013509457
07-2006,0.03992795,0.076703693,0.129840889,0.157760432,0.139297508,0.06154308,0.027769439,0.013059141
08-2006,0.028820174,0.03992795,0.076703693,0.129840889,0.157760432,0.139297508,0.06154308,0.027769439
09-2006,0.021915341,0.028820174,0.03992795,0.076703693,0.129840889,0.157760432,0.139297508,0.06154308
10-2006,0.015460823,0.021915341,0.028820174,0.03992795,0.076703693,0.129840889,0.157760432,0.139297508
11-2006,0.013359352,0.015460823,0.021915341,0.028820174,0.03992795,0.076703693,0.129840889,0.157760432
12-2006,0.019363554,0.013359352,0.015460823,0.021915341,0.028820174,0.03992795,0.076703693,0.129840889
01-2007,0.033173221,0.019363554,0.013359352,0.015460823,0.021915341,0.028820174,0.03992795,0.076703693
02-2007,0.022966076,0.033173221,0.019363554,0.013359352,0.015460823,0.021915341,0.028820174,0.03992795
03-2007,0.032873011,0.022966076,0.033173221,0.019363554,0.013359352,0.015460823,0.021915341,0.028820174
04-2007,0.033323326,0.032873011,0.022966076,0.033173221,0.019363554,0.013359352,0.015460823,0.021915341
05-2007,0.038877214,0.033323326,0.032873011,0.022966076,0.033173221,0.019363554,0.013359352,0.015460823
06-2007,0.039777844,0.038877214,0.033323326,0.032873011,0.022966076,0.033173221,0.019363554,0.013359352
07-2007,0.035124587,0.039777844,0.038877214,0.033323326,0.032873011,0.022966076,0.033173221,0.019363554
08-2007,0.036175323,0.035124587,0.039777844,0.038877214,0.033323326,0.032873011,0.022966076,0.033173221
09-2007,0.021765236,0.036175323,0.035124587,0.039777844,0.038877214,0.033323326,0.032873011,0.022966076
10-2007,0.024467127,0.021765236,0.036175323,0.035124587,0.039777844,0.038877214,0.033323326,0.032873011
11-2007,0.038577004,0.024467127,0.021765236,0.036175323,0.035124587,0.039777844,0.038877214,0.033323326
12-2007,0.042629841,0.038577004,0.024467127,0.021765236,0.036175323,0.035124587,0.039777844,0.038877214
01-2008,0.03992795,0.042629841,0.038577004,0.024467127,0.021765236,0.036175323,0.035124587,0.039777844
02-2008,0.110627439,0.03992795,0.042629841,0.038577004,0.024467127,0.021765236,0.036175323,0.035124587
03-2008,0.168567998,0.110627439,0.03992795,0.042629841,0.038577004,0.024467127,0.021765236,0.036175323
04-2008,0.277093966,0.168567998,0.110627439,0.03992795,0.042629841,0.038577004,0.024467127,0.021765236
05-2008,0.269138397,0.277093966,0.168567998,0.110627439,0.03992795,0.042629841,0.038577004,0.024467127
06-2008,0.187781447,0.269138397,0.277093966,0.168567998,0.110627439,0.03992795,0.042629841,0.038577004
07-2008,0.109276494,0.187781447,0.269138397,0.277093966,0.168567998,0.110627439,0.03992795,0.042629841
08-2008,0.065295707,0.109276494,0.187781447,0.269138397,0.277093966,0.168567998,0.110627439,0.03992795
09-2008,0.036175323,0.065295707,0.109276494,0.187781447,0.269138397,0.277093966,0.168567998,0.110627439
10-2008,0.05088562,0.036175323,0.065295707,0.109276494,0.187781447,0.269138397,0.277093966,0.168567998
11-2008,0.051936355,0.05088562,0.036175323,0.065295707,0.109276494,0.187781447,0.269138397,0.277093966
12-2008,0.042629841,0.051936355,0.05088562,0.036175323,0.065295707,0.109276494,0.187781447,0.269138397
01-2009,0.06124287,0.042629841,0.051936355,0.05088562,0.036175323,0.065295707,0.109276494,0.187781447
02-2009,0.080906635,0.06124287,0.042629841,0.051936355,0.05088562,0.036175323,0.065295707,0.109276494
03-2009,0.069648754,0.080906635,0.06124287,0.042629841,0.051936355,0.05088562,0.036175323,0.065295707
04-2009,0.10177124,0.069648754,0.080906635,0.06124287,0.042629841,0.051936355,0.05088562,0.036175323
05-2009,0.112879015,0.10177124,0.069648754,0.080906635,0.06124287,0.042629841,0.051936355,0.05088562
06-2009,0.096967878,0.112879015,0.10177124,0.069648754,0.080906635,0.06124287,0.042629841,0.051936355
07-2009,0.075953167,0.096967878,0.112879015,0.10177124,0.069648754,0.080906635,0.06124287,0.042629841
08-2009,0.054788352,0.075953167,0.096967878,0.112879015,0.10177124,0.069648754,0.080906635,0.06124287
09-2009,0.048483939,0.054788352,0.075953167,0.096967878,0.112879015,0.10177124,0.069648754,0.080906635
10-2009,0.041579105,0.048483939,0.054788352,0.075953167,0.096967878,0.112879015,0.10177124,0.069648754
11-2009,0.065746022,0.041579105,0.048483939,0.054788352,0.075953167,0.096967878,0.112879015,0.10177124
12-2009,0.20354248,0.065746022,0.041579105,0.048483939,0.054788352,0.075953167,0.096967878,0.112879015
01-2010,0.400780546,0.20354248,0.065746022,0.041579105,0.048483939,0.054788352,0.075953167,0.096967878
02-2010,0.463824677,0.400780546,0.20354248,0.065746022,0.041579105,0.048483939,0.054788352,0.075953167
03-2010,1.0,0.463824677,0.400780546,0.20354248,0.065746022,0.041579105,0.048483939,0.054788352
04-2010,0.923896728,1.0,0.463824677,0.400780546,0.20354248,0.065746022,0.041579105,0.048483939
05-2010,0.719753828,0.923896728,1.0,0.463824677,0.400780546,0.20354248,0.065746022,0.041579105
06-2010,0.484238967,0.719753828,0.923896728,1.0,0.463824677,0.400780546,0.20354248,0.065746022
07-2010,0.209246473,0.484238967,0.719753828,0.923896728,1.0,0.463824677,0.400780546,0.20354248
08-2010,0.103122186,0.209246473,0.484238967,0.719753828,0.923896728,1.0,0.463824677,0.400780546
09-2010,0.064244971,0.103122186,0.209246473,0.484238967,0.719753828,0.923896728,1.0,0.463824677
10-2010,0.095767037,0.064244971,0.103122186,0.209246473,0.484238967,0.719753828,0.923896728,1.0
11-2010,0.169018313,0.095767037,0.064244971,0.103122186,0.209246473,0.484238967,0.719753828,0.923896728
12-2010,0.237916542,0.169018313,0.095767037,0.064244971,0.103122186,0.209246473,0.484238967,0.719753828
01-2011,0.348243771,0.237916542,0.169018313,0.095767037,0.064244971,0.103122186,0.209246473,0.484238967
02-2011,0.506754728,0.348243771,0.237916542,0.169018313,0.095767037,0.064244971,0.103122186,0.209246473
03-2011,0.840888622,0.506754728,0.348243771,0.237916542,0.169018313,0.095767037,0.064244971,0.103122186
04-2011,0.901080757,0.840888622,0.506754728,0.348243771,0.237916542,0.169018313,0.095767037,0.064244971
05-2011,0.844341039,0.901080757,0.840888622,0.506754728,0.348243771,0.237916542,0.169018313,0.095767037
06-2011,0.472981087,0.844341039,0.901080757,0.840888622,0.506754728,0.348243771,0.237916542,0.169018313
07-2011,0.272140498,0.472981087,0.844341039,0.901080757,0.840888622,0.506754728,0.348243771,0.237916542
08-2011,0.146502552,0.272140498,0.472981087,0.844341039,0.901080757,0.840888622,0.506754728,0.348243771
09-2011,0.117832483,0.146502552,0.272140498,0.472981087,0.844341039,0.901080757,0.840888622,0.506754728
10-2011,0.094115881,0.117832483,0.146502552,0.272140498,0.472981087,0.844341039,0.901080757,0.840888622
11-2011,0.124737316,0.094115881,0.117832483,0.146502552,0.272140498,0.472981087,0.844341039,0.901080757
12-2011,0.139747823,0.124737316,0.094115881,0.117832483,0.146502552,0.272140498,0.472981087,0.844341039
01-2012,0.211948364,0.139747823,0.124737316,0.094115881,0.117832483,0.146502552,0.272140498,0.472981087
02-2012,0.191984389,0.211948364,0.139747823,0.124737316,0.094115881,0.117832483,0.146502552,0.272140498
03-2012,0.21329931,0.191984389,0.211948364,0.139747823,0.124737316,0.094115881,0.117832483,0.146502552
04-2012,0.210747523,0.21329931,0.191984389,0.211948364,0.139747823,0.124737316,0.094115881,0.117832483
05-2012,0.202942059,0.210747523,0.21329931,0.191984389,0.211948364,0.139747823,0.124737316,0.094115881
06-2012,0.161513059,0.202942059,0.210747523,0.21329931,0.191984389,0.211948364,0.139747823,0.124737316
07-2012,0.122936055,0.161513059,0.202942059,0.210747523,0.21329931,0.191984389,0.211948364,0.139747823
08-2012,0.072951066,0.122936055,0.161513059,0.202942059,0.210747523,0.21329931,0.191984389,0.211948364
09-2012,0.057190033,0.072951066,0.122936055,0.161513059,0.202942059,0.210747523,0.21329931,0.191984389
10-2012,0.09261483,0.057190033,0.072951066,0.122936055,0.161513059,0.202942059,0.210747523,0.21329931
11-2012,0.094115881,0.09261483,0.057190033,0.072951066,0.122936055,0.161513059,0.202942059,0.210747523
12-2012,0.087511258,0.094115881,0.09261483,0.057190033,0.072951066,0.122936055,0.161513059,0.202942059
01-2013,0.096967878,0.087511258,0.094115881,0.09261483,0.057190033,0.072951066,0.122936055,0.161513059
02-2013,0.116631642,0.096967878,0.087511258,0.094115881,0.09261483,0.057190033,0.072951066,0.122936055
03-2013,0.1331432,0.116631642,0.096967878,0.087511258,0.094115881,0.09261483,0.057190033,0.072951066
04-2013,0.164515161,0.1331432,0.116631642,0.096967878,0.087511258,0.094115881,0.09261483,0.057190033
05-2013,0.200090063,0.164515161,0.1331432,0.116631642,0.096967878,0.087511258,0.094115881,0.09261483
06-2013,0.216301411,0.200090063,0.164515161,0.1331432,0.116631642,0.096967878,0.087511258,0.094115881
07-2013,0.210597418,0.216301411,0.200090063,0.164515161,0.1331432,0.116631642,0.096967878,0.087511258
08-2013,0.109876914,0.210597418,0.216301411,0.200090063,0.164515161,0.1331432,0.116631642,0.096967878
09-2013,0.097568298,0.109876914,0.210597418,0.216301411,0.200090063,0.164515161,0.1331432,0.116631642
10-2013,0.102221555,0.097568298,0.109876914,0.210597418,0.216301411,0.200090063,0.164515161,0.1331432
11-2013,0.069198439,0.102221555,0.097568298,0.109876914,0.210597418,0.216301411,0.200090063,0.164515161
12-2013,0.064845392,0.069198439,0.102221555,0.097568298,0.109876914,0.210597418,0.216301411,0.200090063
01-2014,0.083158211,0.064845392,0.069198439,0.102221555,0.097568298,0.109876914,0.210597418,0.216301411
02-2014,0.063794656,0.083158211,0.064845392,0.069198439,0.102221555,0.097568298,0.109876914,0.210597418
03-2014,0.093215251,0.063794656,0.083158211,0.064845392,0.069198439,0.102221555,0.097568298,0.109876914
04-2014,0.083308316,0.093215251,0.063794656,0.083158211,0.064845392,0.069198439,0.102221555,0.097568298
05-2014,0.056739718,0.083308316,0.093215251,0.063794656,0.083158211,0.064845392,0.069198439,0.102221555
06-2014,0.03992795,0.056739718,0.083308316,0.093215251,0.063794656,0.083158211,0.064845392,0.069198439
07-2014,0.027769439,0.03992795,0.056739718,0.083308316,0.093215251,0.063794656,0.083158211,0.064845392
08-2014,0.020864605,0.027769439,0.03992795,0.056739718,0.083308316,0.093215251,0.063794656,0.083158211
09-2014,0.013809667,0.020864605,0.027769439,0.03992795,0.056739718,0.083308316,0.093215251,0.063794656
10-2014,0.013959772,0.013809667,0.020864605,0.027769439,0.03992795,0.056739718,0.083308316,0.093215251
11-2014,0.017111978,0.013959772,0.013809667,0.020864605,0.027769439,0.03992795,0.056739718,0.083308316
12-2014,0.03137196,0.017111978,0.013959772,0.013809667,0.020864605,0.027769439,0.03992795,0.056739718
01-2015,0.085259682,0.03137196,0.017111978,0.013959772,0.013809667,0.020864605,0.027769439,0.03992795
02-2015,0.083158211,0.085259682,0.03137196,0.017111978,0.013959772,0.013809667,0.020864605,0.027769439
03-2015,0.107024917,0.083158211,0.085259682,0.03137196,0.017111978,0.013959772,0.013809667,0.020864605
04-2015,0.125187631,0.107024917,0.083158211,0.085259682,0.03137196,0.017111978,0.013959772,0.013809667
05-2015,0.085860102,0.125187631,0.107024917,0.083158211,0.085259682,0.03137196,0.017111978,0.013959772
06-2015,0.043980787,0.085860102,0.125187631,0.107024917,0.083158211,0.085259682,0.03137196,0.017111978
07-2015,0.027169018,0.043980787,0.085860102,0.125187631,0.107024917,0.083158211,0.085259682,0.03137196
08-2015,0.009006304,0.027169018,0.043980787,0.085860102,0.125187631,0.107024917,0.083158211,0.085259682
09-2015,0.004803362,0.009006304,0.027169018,0.043980787,0.085860102,0.125187631,0.107024917,0.083158211
10-2015,0.005403783,0.004803362,0.009006304,0.027169018,0.043980787,0.085860102,0.125187631,0.107024917
11-2015,0.008105674,0.005403783,0.004803362,0.009006304,0.027169018,0.043980787,0.085860102,0.125187631
12-2015,0.012008406,0.008105674,0.005403783,0.004803362,0.009006304,0.027169018,0.043980787,0.085860102
01-2016,0.017111978,0.012008406,0.008105674,0.005403783,0.004803362,0.009006304,0.027169018,0.043980787
02-2016,0.025367757,0.017111978,0.012008406,0.008105674,0.005403783,0.004803362,0.009006304,0.027169018
03-2016,0.035725008,0.025367757,0.017111978,0.012008406,0.008105674,0.005403783,0.004803362,0.009006304
04-2016,0.04022816,0.035725008,0.025367757,0.017111978,0.012008406,0.008105674,0.005403783,0.004803362
05-2016,0.045782047,0.04022816,0.035725008,0.025367757,0.017111978,0.012008406,0.008105674,0.005403783
06-2016,0.057790453,0.045782047,0.04022816,0.035725008,0.025367757,0.017111978,0.012008406,0.008105674
07-2016,0.052987091,0.057790453,0.045782047,0.04022816,0.035725008,0.025367757,0.017111978,0.012008406
08-2016,0.06184329,0.052987091,0.057790453,0.045782047,0.04022816,0.035725008,0.025367757,0.017111978
09-2016,0.058691084,0.06184329,0.052987091,0.057790453,0.045782047,0.04022816,0.035725008,0.025367757
10-2016,0.087361153,0.058691084,0.06184329,0.052987091,0.057790453,0.045782047,0.04022816,0.035725008
11-2016,0.113929751,0.087361153,0.058691084,0.06184329,0.052987091,0.057790453,0.045782047,0.04022816
12-2016,0.096367457,0.113929751,0.087361153,0.058691084,0.06184329,0.052987091,0.057790453,0.045782047
01-2017,0.190333233,0.096367457,0.113929751,0.087361153,0.058691084,0.06184329,0.052987091,0.057790453
02-2017,0.256979886,0.190333233,0.096367457,0.113929751,0.087361153,0.058691084,0.06184329,0.052987091
03-2017,0.424497148,0.256979886,0.190333233,0.096367457,0.113929751,0.087361153,0.058691084,0.06184329
04-2017,0.378264785,0.424497148,0.256979886,0.190333233,0.096367457,0.113929751,0.087361153,0.058691084
05-2017,0.35709997,0.378264785,0.424497148,0.256979886,0.190333233,0.096367457,0.113929751,0.087361153
06-2017,0.305013509,0.35709997,0.378264785,0.424497148,0.256979886,0.190333233,0.096367457,0.113929751
07-2017,0.258330832,0.305013509,0.35709997,0.378264785,0.424497148,0.256979886,0.190333233,0.096367457
08-2017,0.139747823,0.258330832,0.305013509,0.35709997,0.378264785,0.424497148,0.256979886,0.190333233
09-2017,0.089912939,0.139747823,0.258330832,0.305013509,0.35709997,0.378264785,0.424497148,0.256979886
10-2017,0.094716301,0.089912939,0.139747823,0.258330832,0.305013509,0.35709997,0.378264785,0.424497148
11-2017,0.115580907,0.094716301,0.089912939,0.139747823,0.258330832,0.305013509,0.35709997,0.378264785
12-2017,0.14229961,0.115580907,0.094716301,0.089912939,0.139747823,0.258330832,0.305013509,0.35709997
01-2018,0.217652357,0.14229961,0.115580907,0.094716301,0.089912939,0.139747823,0.258330832,0.305013509
02-2018,0.317922546,0.217652357,0.14229961,0.115580907,0.094716301,0.089912939,0.139747823,0.258330832
03-2018,0.522815971,0.317922546,0.217652357,0.14229961,0.115580907,0.094716301,0.089912939,0.139747823
04-2018,0.490693485,0.522815971,0.317922546,0.217652357,0.14229961,0.115580907,0.094716301,0.089912939
05-2018,0.409336536,0.490693485,0.522815971,0.317922546,0.217652357,0.14229961,0.115580907,0.094716301
06-2018,0.259531672,0.409336536,0.490693485,0.522815971,0.317922546,0.217652357,0.14229961,0.115580907
07-2018,0.150855599,0.259531672,0.409336536,0.490693485,0.522815971,0.317922546,0.217652357,0.14229961
08-2018,0.070849595,0.150855599,0.259531672,0.409336536,0.490693485,0.522815971,0.317922546,0.217652357
09-2018,0.042779946,0.070849595,0.150855599,0.259531672,0.409336536,0.490693485,0.522815971,0.317922546
10-2018,0.047132993,0.042779946,0.070849595,0.150855599,0.259531672,0.409336536,0.490693485,0.522815971
11-2018,0.062293606,0.047132993,0.042779946,0.070849595,0.150855599,0.259531672,0.409336536,0.490693485
12-2018,0.079705794,0.062293606,0.047132993,0.042779946,0.070849595,0.150855599,0.259531672,0.409336536
01-2019,0.164365056,0.079705794,0.062293606,0.047132993,0.042779946,0.070849595,0.150855599,0.259531672
02-2019,0.235064545,0.164365056,0.079705794,0.062293606,0.047132993,0.042779946,0.070849595,0.150855599
03-2019,0.320174122,0.235064545,0.164365056,0.079705794,0.062293606,0.047132993,0.042779946,0.070849595
04-2019,0.319573702,0.320174122,0.235064545,0.164365056,0.079705794,0.062293606,0.047132993,0.042779946
05-2019,0.325427799,0.319573702,0.320174122,0.235064545,0.164365056,0.079705794,0.062293606,0.047132993
06-2019,0.230411288,0.325427799,0.319573702,0.320174122,0.235064545,0.164365056,0.079705794,0.062293606
07-2019,0.138997298,0.230411288,0.325427799,0.319573702,0.320174122,0.235064545,0.164365056,0.079705794
08-2019,0.073101171,0.138997298,0.230411288,0.325427799,0.319573702,0.320174122,0.235064545,0.164365056
09-2019,0.047733413,0.073101171,0.138997298,0.230411288,0.325427799,0.319573702,0.320174122,0.235064545
10-2019,0.043980787,0.047733413,0.073101171,0.138997298,0.230411288,0.325427799,0.319573702,0.320174122
11-2019,0.037226058,0.043980787,0.047733413,0.073101171,0.138997298,0.230411288,0.325427799,0.319573702
12-2019,0.042029421,0.037226058,0.043980787,0.047733413,0.073101171,0.138997298,0.230411288,0.325427799
